split,x,y,target
train,0.7437001467,0.8924061060,4.5601291656
train,0.9479261637,-0.9051859379,2.6703977585
train,-0.7489619255,0.2082306147,0.5137343407
train,-0.0106513500,-0.1986116171,1.0060086250
train,0.8345326185,0.4126543999,1.9484169483
train,0.0572785139,-0.3034657240,1.3113638163
train,0.8736888170,-0.6871477365,2.3599910736
train,0.1132025719,-0.7246205807,2.3947095871
train,0.5725958347,0.1420191526,2.7027635574
train,0.6478130817,0.8616259098,5.1371769905
train,-0.4507230520,-0.7674523592,0.6709517241
train,-0.6316066980,0.9191652536,0.9315797091
train,-0.5258460045,0.6344535351,0.5520183444
train,-0.5002433062,0.5037641525,0.4741548002
train,0.9416542053,0.5245001316,1.5799202919
train,0.7786077261,0.3279815912,2.1135308743
train,0.2020536661,-0.9792786837,4.7208046913
train,-0.6257948875,0.0687018633,0.3992366195
train,-0.0178724527,-0.4198660851,1.1276874542
train,-0.9332002401,-0.9306137562,1.9303884506
train,-0.7902189493,0.9590462446,1.3598934412
train,0.7054423094,-0.7383081913,3.8341522217
train,-0.8695353270,0.3644387722,0.7666909695
train,0.9987487793,-0.8571445942,2.0930609703
train,-0.2635039091,-0.0479096174,0.4799062908
train,0.2651169300,-0.3630264997,2.3908920288
train,0.2630974054,0.8342692852,4.1853919029
train,0.5049611330,-0.5953449011,3.8741028309
train,-0.3820725679,0.3881254196,0.4577132463
train,0.6543264389,0.3810334206,2.8008985519
train,-0.8873749971,0.0741671324,0.7110697627
train,0.2334307432,-0.9588978291,4.8980789185
train,0.1202695370,-0.3545240164,1.6398406029
train,-0.9344013929,-0.7261667252,1.3808369637
train,-0.3402224779,-0.3423349857,0.4679237306
train,0.2805900574,0.6848412752,3.4580368996
train,-0.6380451918,-0.3100816011,0.4442915916
train,0.9361916780,-0.9306303263,2.9013977051
train,0.7105191946,-0.6348073483,3.2941050529
train,-0.7526026964,-0.1859226227,0.5133824348
train,0.6140584946,-0.2244275808,2.6827788353
train,0.1867482662,0.0396903753,1.7422552109
train,0.9877122641,-0.8889856339,2.2907719612
train,0.7761059999,0.4254875183,2.2883739471
train,0.5280281305,-0.1814969778,2.7984533310
train,-0.7249834538,0.5251405239,0.6159021258
train,-0.1327711344,-0.0120053291,0.6669912338
train,-0.0884879827,-0.7227051258,1.2813013792
train,-0.8506348133,0.9890356064,1.6921144724
train,0.5139440298,0.5298730135,3.5959424973
train,-0.2010457516,-0.0747220516,0.5571857691
train,-0.0393062830,0.5898931026,1.2520761490
train,-0.0035351515,-0.7525305748,1.7422832251
train,-0.0081034899,0.5975874662,1.3932729959
train,0.2316099405,0.1582574844,1.9940001965
train,0.4916062355,-0.5735772848,3.7759168148
train,0.1504961252,-0.9495135546,3.8843462467
train,-0.3129110336,0.7772133350,0.7960241437
train,-0.9210469723,-0.6691046953,1.2240908146
train,0.3714885712,0.2207195759,2.6335136890
train,0.0763728619,-0.9346536398,3.0380456448
train,0.2056236267,-0.5231958628,2.4006023407
train,0.2036461830,-0.2175273895,1.9047138691
train,0.7682049274,-0.5691827536,2.6898901463
train,0.7102881670,-0.1993913651,2.2918436527
train,0.4667059183,-0.6610883474,4.1852755547
train,0.9295909405,-0.1490230560,1.2732912302
train,-0.4499675035,0.2462313175,0.3957222998
train,-0.3111231327,-0.1526675224,0.4467521608
train,0.4417158365,0.1794546843,2.7607078552
train,-0.3236753941,0.0613495111,0.4288299680
train,-0.1085921526,-0.5096830130,0.9279323816
train,0.0711870193,-0.6612224579,1.9328511953
train,0.5417193174,0.4222145081,3.2209885120
train,0.4956399202,0.3912688494,3.1676738262
train,-0.8880497217,0.3143050671,0.7821500897
train,0.8435220718,0.5049588680,2.0688886642
train,0.1114763021,0.7071411610,2.3236672878
train,0.1569294930,-0.6682783365,2.5089747906
train,-0.9628375769,-0.4930334091,1.1349604130
train,0.0015866756,-0.1262131929,1.0211347342
train,-0.3987057209,0.0137652159,0.3868947029
train,-0.7033319473,0.3259786367,0.4982975125
train,-0.7487567663,-0.0661445856,0.4938674569
train,-0.1844215393,-0.1265583038,0.5877309442
train,-0.8540511131,-0.1453672647,0.6560733914
train,0.0852679014,-0.4225369692,1.5577185154
train,0.6735492945,-0.9795027971,6.1376280785
train,0.7256791592,0.5739707947,2.9696998596
train,0.2390568256,-0.8704943657,4.2213058472
train,-0.3533259630,0.9621102810,1.0304077864
train,0.9497073889,-0.1984049082,1.2173869610
train,0.3323179483,-0.6941895485,3.8432760239
train,-0.2782454491,-0.5500749350,0.6285085678
train,0.4265232086,-0.1298973560,2.6921744347
train,-0.4298985004,0.4265553951,0.4520792961
train,-0.4170588255,0.5966397524,0.5432068706
train,0.2478477955,-0.6557157040,3.1026999950
train,-0.4537860155,-0.1301006079,0.3781165183
train,-0.2344928980,0.1847404242,0.5285043120
train,-0.7274552584,0.7567474842,0.8330121040
train,0.5147769451,0.9793883562,7.0860223770
train,-0.8767765760,0.4274375439,0.8229842782
train,-0.8502599001,0.6746408939,1.0018792152
train,0.4543265104,0.2771501541,2.9052965641
train,-0.2210345268,0.3686811924,0.6041099429
train,-0.4155598879,0.2463581562,0.4048139155
train,0.5420466661,0.0249941349,2.6963877678
train,0.5582886934,0.9841024876,7.0409150124
train,0.3546392918,-0.9096601009,5.6125764847
train,-0.6899328232,0.1057330370,0.4421882033
train,-0.7988157272,0.9220174551,1.2960550785
train,-0.4107115269,0.5043823719,0.4933613837
train,-0.0884293318,0.5178295374,0.9939167500
train,0.8950971365,0.9110386372,3.1696467400
train,-0.6775290966,-0.1067167521,0.4329758584
train,-0.6610603333,0.4641842842,0.5172494650
train,-0.6498563290,-0.3870518208,0.4764454067
train,0.4025318623,-0.2636997700,2.7815878391
train,-0.1263794899,-0.1595174074,0.6968131661
train,-0.6517555714,-0.5306735039,0.5450516939
train,-0.8023102283,-0.6396121979,0.8413105607
train,0.9654419422,-0.0046223402,1.1144659519
train,-0.8754299879,-0.9782528877,1.7780969143
train,-0.8403071165,-0.5006192923,0.7943046689
train,-0.0328357220,0.0796909332,0.9078982472
train,-0.8392686844,0.6969816685,1.0020197630
train,0.9237538576,0.6674737930,1.9793559313
train,0.7149350643,0.9768241644,5.6674733162
train,0.0765794516,0.9730843306,3.2712118626
train,0.0711899996,0.9195853472,2.9078891277
train,0.3245774508,0.1073846817,2.3713924885
train,0.3413244486,0.5059254169,3.1088852882
train,0.3381134272,-0.2903767824,2.6058390141
train,0.0398210287,0.3703114986,1.2994043827
train,0.2055113316,-0.8050470352,3.4896614552
train,0.4296977520,0.5695683956,3.6697273254
train,-0.1841820478,0.2256780863,0.6089965701
train,0.2410857677,0.6307556629,2.9590916634
train,0.2302579880,0.1711343527,1.9961225986
train,0.4204857349,0.3913558722,3.0713615417
train,0.7992868423,0.5983997583,2.5797140598
train,-0.9544135332,0.3274513483,0.9651220441
train,-0.4147565365,0.5431308746,0.5120339990
train,-0.7928472757,-0.7046569586,0.8964855075
train,0.6567338705,0.0253212452,2.4153513908
train,0.5351607800,0.3451178074,3.0435109138
train,0.4382427931,-0.9789131880,6.9553346634
train,0.7730255127,0.5114359856,2.4985711575
train,-0.0545350313,-0.6829121113,1.3443075418
train,0.5779994726,-0.1140545607,2.6728234291
train,-0.4564682245,0.5395874977,0.4968294799
train,-0.7331794500,0.7530378103,0.8382806778
train,-0.0765537024,-0.5503271818,1.0668082237
train,0.6981590986,-0.1077737808,2.2796411514
train,-0.1140568256,0.8466496468,1.4421198368
train,0.7345287800,0.1756331921,2.1629512310
train,-0.1313698292,0.4764124155,0.8401919007
train,-0.2215646505,0.1310520172,0.5357813239
train,-0.8469489813,0.9899580479,1.6778397560
train,-0.0402961969,0.2478891611,0.9372479916
train,-0.9488462210,0.6943805218,1.3800929785
train,-0.7826899290,-0.3611394167,0.6062467694
train,0.5631814003,0.1312148571,2.7117190361
train,-0.2180325985,-0.3751417398,0.6114524007
train,0.1113359928,0.9211332798,3.2909307480
train,0.2558262348,-0.0244734287,2.0555207729
train,-0.5703061819,0.5454497337,0.5075342655
train,0.1038640738,0.1203804016,1.3979831934
train,0.3963656425,0.1472957134,2.6357357502
train,0.9731194973,0.0655709505,1.0926946402
train,0.7957978249,-0.3311260939,2.0300457478
train,0.5814106464,0.9631298780,6.6531519890
train,-0.7534176111,-0.0150983334,0.4969597757
train,0.4620906115,-0.0874621868,2.7198212147
train,0.2817549706,0.8966543674,4.8452796936
train,0.6342890263,0.6294105053,3.7005362511
train,0.7266768217,-0.9710299969,5.4732542038
train,-0.1389831305,-0.9011331797,1.4757324457
train,0.4772592783,-0.9118900299,6.2276096344
train,0.9417228699,0.1575452089,1.2298378944
train,0.9243907928,0.9151998758,2.9238367081
train,0.9552270174,0.7946023941,2.1631984711
train,-0.7244681120,-0.1118575335,0.4728495777
train,0.6119861603,-0.1178499460,2.5925383568
train,-0.0381748676,0.9129070044,2.0416464806
train,0.5455957651,-0.6043295860,3.8766541481
train,0.5400881767,0.8836538792,5.8880453110
train,-0.4699900150,-0.6103839874,0.5363381505
train,0.7788028717,0.9597469568,4.7656378746
train,0.0517024994,-0.2357609272,1.2427145243
train,-0.3790744543,-0.8351345062,0.7935390472
train,0.8651193380,0.3207517862,1.6720564365
train,-0.4244958162,0.0412613153,0.3789706826
train,-0.7429032326,-0.7229001522,0.8186406493
train,-0.4705361128,0.8078048229,0.7095172405
train,-0.4941195250,-0.8661975861,0.7791660428
train,0.5650342703,-0.5955073833,3.7955524921
train,-0.0235723257,0.9499011040,2.2894809246
train,0.3169407845,-0.9270149469,5.4657206535
train,0.5647206306,0.1839214563,2.7544765472
train,0.1953604221,-0.2784678936,1.9222102165
train,-0.8297894001,0.1313748360,0.6111875772
train,-0.4460649490,-0.3200739622,0.4134446084
train,0.7530773878,0.1789309978,2.0797629356
train,0.8512800932,-0.3483177423,1.7713267803
train,-0.6904203892,-0.3294579983,0.4878267646
train,-0.2239698172,0.2426162958,0.5553698540
train,0.8946385384,0.4163036346,1.6459209919
train,0.9344371557,-0.6151238680,1.7912179232
train,-0.4792295694,0.3411741257,0.4141727686
train,0.0705168247,0.0175224543,1.2461197376
train,-0.5233178139,0.3778814077,0.4254858196
train,-0.8194952011,-0.6748757362,0.9215411544
train,-0.8007769585,-0.5595047474,0.7612730861
train,0.6400851011,0.4357190132,2.9878802299
train,-0.8586939573,-0.6480247974,0.9904933572
train,0.7240145206,-0.1179487705,2.1734695435
train,-0.3539160490,-0.1204577684,0.4139483273
train,-0.5625653267,-0.9644808769,0.9507331252
train,-0.9737553596,-0.3995757103,1.0803707838
train,0.9758132696,0.7715424299,1.9565632343
train,-0.0705598593,0.4863430262,1.0168098211
train,-0.8661792278,0.2495115995,0.7075980902
train,-0.7074192762,-0.7259824276,0.7648713589
train,0.0327650309,0.9825446606,2.9099814892
train,0.3934853077,-0.9409852028,6.2338023186
train,0.7898099422,-0.8834333420,4.0302691460
train,-0.1615985632,0.6230247021,0.9066591859
train,-0.5161392689,0.7473663092,0.6439343691
train,-0.2695735693,0.5561990738,0.6441220641
train,-0.0460567474,-0.3335179090,0.9675840139
train,0.7291756868,-0.4165916443,2.5228004456
train,-0.3974425793,0.9679632187,0.9884765744
train,0.5307357311,-0.3473104239,3.0525164604
train,0.4440486431,-0.8008496761,5.0832524300
train,-0.5848748684,-0.7034102678,0.6250803471
train,-0.3934574127,0.4442636967,0.4737221599
train,0.6247969866,-0.5908219814,3.5722444057
train,-0.8753741980,-0.1480631828,0.6979035735
train,-0.2254742384,-0.0391540527,0.5225434303
train,-0.0364795923,0.7144511938,1.4859988689
train,0.4925380945,0.0629284382,2.7283177376
train,-0.9613505602,-0.5742740631,1.2320359945
train,0.3571430445,0.6043530703,3.5473887920
train,0.4820890427,0.4640485048,3.3661119938
train,0.6175093651,-0.3257300854,2.8256218433
train,0.7197355032,0.8165246248,4.2112312317
train,0.3396250010,0.1706234217,2.4715633392
train,-0.0500504971,-0.0754325390,0.8599327803
train,-0.5773839951,0.4528491497,0.4650911093
train,0.7886071205,-0.6776238680,2.9315547943
train,0.1913062334,-0.9603607655,4.4271922112
train,-0.8992432356,-0.1611752510,0.7517889738
train,-0.1325917244,-0.5612218380,0.9142628312
train,-0.7757910490,0.8874590397,1.1503052711
train,0.4009530544,0.5280261040,3.4239301682
train,-0.9625843763,-0.4676725864,1.1067674160
train,0.3498078585,-0.5582466125,3.3280003071
train,0.7416357994,-0.9698745012,5.2914781570
train,-0.7687959671,-0.4065752029,0.6072340608
train,0.9263195992,0.0251189470,1.2586544752
train,0.1742229462,0.2371798754,1.7801004648
train,-0.0347347260,-0.4053127766,1.0569342375
train,-0.7552825212,0.0359649658,0.4995829761
train,0.3300896883,-0.8332421780,4.7359290123
train,0.5303081274,0.7945775986,5.0876898766
train,-0.2553939819,-0.1528184414,0.4987583160
train,0.1716432571,0.3940231800,1.9517617226
train,0.3843516111,0.6055299044,3.6743955612
train,0.1364690065,0.0268515348,1.5165486336
train,0.1834056377,0.3596444130,1.9624106884
train,-0.1229004860,-0.1414762735,0.7000763416
train,0.9663177729,-0.8276603222,2.2048070431
train,0.5354679823,-0.8361034393,5.4350433350
train,0.1927734613,-0.8223922253,3.4750099182
train,0.5285284519,-0.1410436630,2.7617919445
train,0.2828441858,-0.6835894585,3.4676337242
train,0.6756464243,-0.7206641436,3.9390285015
train,0.8326969147,0.4150545597,1.9620711803
train,0.5248796940,0.9565995932,6.7668099403
train,0.7223757505,-0.7279603481,3.6534082890
train,-0.2639561892,0.7495299578,0.8389325738
train,0.1303671598,0.0963296890,1.5030338764
train,0.0238436460,0.6313666105,1.6055409908
train,-0.1061842442,0.1993325949,0.7499853969
train,0.5754058361,-0.0863518715,2.6631994247
train,-0.7314202785,-0.7285102606,0.8053923845
train,-0.4738327265,0.0324145555,0.3695119321
train,0.0600286722,0.8176947832,2.3539495468
train,0.9277555943,-0.0784134865,1.2600704432
train,-0.7478771210,-0.9463421106,1.2017233372
train,0.1505419016,-0.4154951572,1.8741270304
train,-0.8243116140,-0.4281864166,0.7110605240
train,-0.2319103479,-0.8448027372,1.0490550995
train,-0.7174232006,0.7410935163,0.7973763943
train,0.0365663767,-0.3715009689,1.2874161005
train,-0.1565037966,0.1323515177,0.6347126961
train,-0.1863510609,0.5428265333,0.7726687789
train,-0.7573547363,0.4608998299,0.6199275255
train,0.1547148228,-0.4418386221,1.9393624067
train,-0.9249968529,-0.2456246614,0.8410338163
train,-0.8750926256,0.3225837946,0.7570286393
train,0.8881112337,-0.9616639614,3.5576932430
train,0.4770045280,-0.7675648928,4.8868479729
train,0.9218323231,0.4965403080,1.6317651272
train,0.4702317715,0.4916328192,3.4464099407
train,0.7075589895,-0.4316675663,2.6675720215
train,0.1005051136,-0.8515808582,2.8171219826
train,-0.9285089970,-0.8684381247,1.7014364004
train,0.3642325401,-0.9570049047,6.2106575966
train,-0.6964874268,0.4039595127,0.5208618045
train,-0.3523998260,-0.8620555401,0.8596205115
train,-0.9014993906,0.8554086685,1.5329445601
train,-0.9363205433,0.3575893641,0.9315989614
train,0.3639912605,0.8731173277,5.3250832558
train,-0.8901208639,-0.8028054237,1.3581397533
train,-0.4950078726,0.2218472958,0.3864855468
train,-0.5332982540,0.4623793364,0.4580674767
train,-0.2966465950,-0.2214381695,0.4706008732
train,0.7513182163,-0.3167563677,2.2355940342
train,-0.5443160534,-0.7057683468,0.6112707853
train,-0.2621957064,0.4145233631,0.5701569319
train,0.4350175858,-0.2519742250,2.8369374275
train,0.3308835030,-0.4033033848,2.7865529060
train,0.8601529598,0.7736909389,2.7841482162
train,0.2444108725,0.7941021919,3.7628655434
train,0.5290672779,-0.5050333738,3.4934582710
train,0.2621430159,-0.9844959974,5.4892582893
train,-0.6169251204,0.6082706451,0.5693295002
train,0.3708201647,-0.8915171623,5.5487780571
train,0.0516228676,0.6372649670,1.7639836073
train,-0.3631334305,-0.1496423483,0.4120618999
train,0.5939835310,0.7016563416,4.2590613365
train,0.1988856792,0.9267674685,4.2369661331
train,0.7885633707,-0.0345175266,1.8545801640
train,-0.1700344086,-0.3707050085,0.6895526052
train,-0.8426380157,0.8990991116,1.3964097500
train,0.1318633556,-0.4474523067,1.8270945549
train,0.9890956879,-0.6011577845,1.4853357077
train,-0.5242466927,0.1246606112,0.3747260869
train,-0.8560181856,-0.0702182055,0.6491225362
train,-0.6719383001,0.5584362745,0.5793924332
train,-0.9020471573,-0.6388136148,1.1109201908
train,0.8678637743,0.5187548399,1.9589421749
train,-0.9452860355,0.9689959288,2.1552555561
train,0.0942190886,-0.2903730869,1.4564633369
train,0.7795839310,0.2761932611,2.0436005592
train,0.3181368113,-0.7371590137,3.9931504726
train,-0.3835439682,-0.6723487377,0.6176924706
train,-0.6949737072,0.9785966873,1.1496462822
train,-0.6804866791,-0.3295246363,0.4795432389
train,-0.1279213428,-0.6800469160,1.0739221573
train,-0.5055035353,-0.6859742403,0.5890231133
train,-0.6629264355,0.4941457510,0.5338392258
train,-0.3730770350,0.5246211290,0.5239686370
train,-0.2583427429,0.1956180334,0.5030184984
train,-0.4806462526,-0.9637060165,0.9329321384
train,-0.6632000208,-0.3224147558,0.4641869068
train,-0.8487277031,0.1272214651,0.6431592703
train,-0.6724474430,0.5109364986,0.5511509776
train,-0.7350478172,-0.0078649521,0.4773677289
train,0.1873400211,0.3568208218,1.9787659645
train,-0.0569162369,-0.0230622292,0.8375079632
train,0.8415964842,-0.7432489395,2.8004260063
train,-0.5006299019,-0.8642972708,0.7764769793
train,0.8800065517,0.6580057144,2.2279386520
train,-0.7123687267,-0.8876448870,1.0023441315
train,0.0394085646,-0.1386506557,1.1533994675
train,-0.3628132343,-0.1363109350,0.4106664062
train,0.3027726412,-0.1150616407,2.2872388363
train,-0.8888567686,-0.1371911764,0.7237613797
train,0.0723921061,-0.1873111725,1.2976520061
train,-0.6588056087,0.9400846958,1.0056670904
train,-0.7949835062,0.7927017212,1.0283076763
train,-0.6696079969,0.3983967304,0.4952719212
train,0.2529665232,-0.0820366144,2.0552468300
train,0.9861557484,0.7703274488,1.8905799389
train,-0.6034659147,-0.7855083942,0.7184838653
train,0.4389582872,0.0287482738,2.6711130142
train,-0.5365430117,-0.8972892761,0.8283750415
train,0.1396135092,0.4152193069,1.8168195486
train,-0.4454872608,-0.6359540224,0.5593757629
train,-0.5522652864,-0.7876816988,0.6934282184
train,-0.4737962484,0.2931622267,0.4022548795
train,-0.4636611938,-0.4160015583,0.4402408600
train,0.9831404686,-0.6300166845,1.5680958033
train,0.5129734278,-0.5812931061,3.8078746796
train,-0.3190876245,0.4441825151,0.5244053006
train,0.4587900639,-0.7507119179,4.7360320091
train,-0.4629251957,0.9178763628,0.8600819707
train,0.3562797308,0.4039983749,2.8950541019
train,0.0079873800,-0.5617015362,1.4057894945
train,-0.3136897087,0.6784036160,0.6884525418
train,0.1424273252,-0.4533530474,1.8930622339
train,-0.8708472252,-0.9998308420,1.8311752081
train,0.9269149303,-0.8629382849,2.6438965797
train,-0.9399555922,-0.0969916582,0.8368495703
train,0.3325849771,0.6520910263,3.6330416203
train,-0.0736174583,-0.3480120897,0.8975312114
train,0.6609461308,0.6690599918,3.7528367043
train,-0.3873630762,-0.4790695906,0.4923651218
train,0.1341738701,0.1287570000,1.5307011604
train,0.6932592392,0.7461714745,3.9671735764
train,-0.2598956823,-0.4685558081,0.6009763479
train,0.7448796034,-0.7964086533,3.8676848412
train,-0.9333264828,0.7967494726,1.5324643850
train,0.3938558102,-0.9261320829,6.0656127930
train,0.8385890722,0.8655804396,3.4379065037
train,0.6667705774,-0.7940514088,4.4654941559
train,-0.8015714884,-0.8217711449,1.0958428383
train,-0.1201784611,0.5476590395,0.9335923791
train,0.2457787991,0.0355597734,2.0116035938
train,0.5618617535,-0.4061532021,3.1460094452
train,0.1416254044,0.6100707054,2.2312910557
train,-0.4715430737,0.2576903105,0.3947106898
train,0.6947879791,-0.6604938507,3.5070829391
train,0.1452516317,-0.5930258036,2.2085332870
train,0.6456148624,-0.1540492773,2.5115678310
train,-0.5682308674,0.0650891066,0.3779937923
train,-0.4251023531,0.6235412359,0.5578632951
train,-0.2269480228,-0.3212487698,0.5764373541
train,0.0285010338,-0.5122132301,1.4215977192
train,0.6133924723,-0.5187102556,3.3410243988
train,-0.8789939880,0.7139536142,1.1487433910
train,0.1496912241,-0.1410607100,1.6048400402
train,0.8144102097,0.3835448027,2.0090804100
train,0.0534640551,-0.9406908751,2.8635811806
test,0.0581867695,0.6975584030,1.9510554075
test,-0.5426371098,0.1123853922,0.3759076297
test,0.1539028883,-0.0735129118,1.6004503965
test,-0.7860827446,-0.4640219212,0.6654658318
test,0.4866859913,-0.5410431623,3.6395246983
test,-0.5139536858,-0.0413616896,0.3688635230
test,0.0316909552,-0.1320014000,1.1239171028
test,0.6995840073,-0.0702944994,2.2585561275
test,0.9861204624,-0.9792389870,2.7250833511
test,0.4032119513,0.2288222313,2.7359693050
test,-0.7895567417,0.6476764679,0.8232281208
test,0.8865795135,-0.4880331755,1.7985932827
test,0.3801099062,-0.4152250290,3.0111300945
test,-0.2753790617,-0.8549479246,0.9702098370
test,0.9528673887,0.8316508532,2.3144545555
test,0.4886122942,-0.9215642214,6.3511800766
test,0.1127094030,-0.6904960871,2.2785038948
test,-0.1182228327,0.8016594648,1.3227727413
test,-0.8352882862,0.3873084784,0.7084585428
test,0.9541329145,0.5829151869,1.6215581894
test,0.3909523487,-0.7000601292,4.1869568825
test,-0.1640846729,-0.8269916773,1.2104067802
test,-0.7298836708,-0.3942260742,0.5515965223
test,-0.9487512112,-0.8966102600,1.9033240080
test,0.3422425985,0.2827559710,2.6107301712
test,0.5761542320,-0.7628576756,4.7278423309
test,0.9593358040,-0.0663156509,1.1408810616
test,0.1387380362,-0.8022063971,2.9029393196
test,0.6800636053,-0.8074051142,4.4643507004
test,0.3622013330,0.7950462103,4.6638832092
test,-0.5883268118,-0.6969499588,0.6212587357
test,-0.4720442295,-0.3980263472,0.4326955974
test,0.4748625755,-0.7116078138,4.4963641167
test,-0.8981187344,-0.3151401281,0.8062840104
test,-0.3272838593,0.8572016954,0.8855269551
test,0.8515870571,0.9455555677,3.8328845501
test,0.5345671177,-0.4899872541,3.4356179237
test,0.5103843212,-0.9312652349,6.4670677185
test,0.8357044458,0.4392788410,1.9867516756
test,0.9328887463,-0.4699189663,1.5374133587
test,-0.8958294392,0.0572010279,0.7274725437
test,0.9499942064,-0.3364559412,1.3095124960
test,-0.7708668709,-0.1929172277,0.5368431211
test,-0.7261554003,0.4054433107,0.5523025393
test,0.0468384027,-0.9992830753,3.1430177689
test,-0.6442176104,0.3694959879,0.4664618969
test,0.8194922209,0.9719240665,4.4009013176
test,-0.8030052185,0.8147675991,1.0873299837
test,0.9053328037,-0.0798090696,1.3490629196
test,-0.2299537659,-0.9833477736,1.3576698303
test,-0.7197616100,0.0380053520,0.4632233381
test,0.8763135672,0.1957100630,1.5176604986
test,0.4102505445,-0.0576233864,2.6217274666
test,0.8227885962,0.0648485422,1.7033803463
test,-0.5383486748,-0.2765500546,0.4000076354
test,-0.4247397184,-0.2553132772,0.4037361145
test,0.9716628790,0.3112548590,1.2041640282
test,-0.2197946310,-0.2061525583,0.5518782139
test,-0.5233105421,-0.1005325317,0.3726137578
test,0.1613985300,0.5905328989,2.3032665253
test,-0.3423249722,0.9585961103,1.0398790836
test,-0.8500244617,0.4638147354,0.7875740528
test,-0.4460109472,0.2966656685,0.4075303376
test,0.0391824245,0.4552327394,1.3909980059
test,0.0814923048,-0.7058624029,2.1201138496
test,0.8202800751,-0.2802830935,1.8471471071
test,0.2759374380,0.0649495125,2.1522929668
test,-0.8575284481,0.2583037615,0.6934535503
test,0.2583204508,0.5092297792,2.6769053936
test,0.9130940437,-0.9688589573,3.3478934765
test,0.9062418938,0.2886630297,1.4530071020
test,0.9922395945,0.6364723444,1.5364499092
test,-0.3987092972,-0.2974694967,0.4226091206
test,-0.7735340595,-0.0351108313,0.5211536884
test,-0.4474074841,-0.8570157290,0.7773181796
test,0.0708227158,0.7706568241,2.2582199574
test,-0.1456339359,0.9987280369,1.7432146072
test,-0.8807891607,-0.9574540854,1.7348135710
test,0.5502415895,-0.1045886278,2.7142293453
test,0.3217833042,-0.8106055260,4.5014424324
test,0.1981941462,-0.2616806030,1.9187287092
test,0.2430150509,0.5993622541,2.8595273495
test,0.1498415470,-0.4043775797,1.8534859419
test,0.7678128481,-0.8770366907,4.2023491859
test,-0.0155564547,0.4130299091,1.1294616461
test,-0.1542098522,0.3019133806,0.6875759959
test,0.0571136475,0.6927763224,1.9317101240
test,0.6230385303,-0.4871877432,3.2013483047
test,0.2210502625,-0.9383994341,4.5747694969
test,0.3974872828,0.9412645102,6.2624187469
test,0.2381646633,0.6878616810,3.1692223549
test,-0.1968895197,-0.0589644909,0.5619317293
test,-0.1306778193,0.6237132549,0.9899675846
test,0.3479951620,-0.3115860224,2.6783885956
test,0.6212642193,0.1157003641,2.5643208027
test,0.5866593122,0.6665457487,4.0855326653
test,0.8120474815,0.0503637791,1.7494268417
test,-0.6716263294,-0.9972964525,1.1462208033
test,0.1873418093,0.0740822554,1.7518022060
test,0.3383985758,0.7043520212,3.9352865219
test,0.3246585131,-0.0297775269,2.3465960026
test,-0.7684067488,0.8219329119,1.0105710030
test,-0.7750231028,0.5436904430,0.7020199895
test,0.4016244411,0.3616844416,2.9548172951
test,0.8294939995,0.2736018896,1.7954704762
test,-0.2515084743,0.0007640123,0.4914233983
test,-0.5947812796,-0.1707646847,0.3958047330
test,0.5159394741,0.8989119530,6.0908594131
test,-0.9938738346,-0.8577551842,2.0472538471
test,0.6625988483,0.2624735832,2.5631489754
test,0.9170577526,-0.4691120386,1.6123586893
test,-0.5441738367,-0.3963122368,0.4346028566
test,0.2903032303,0.8844640255,4.8211631775
test,0.9415673018,-0.3826130629,1.3894878626
test,0.4169002771,0.3868452311,3.0519011021
test,0.5832288265,0.6349714994,3.9322018623
test,0.6939979792,-0.1518969536,2.3233923912
test,0.4665522575,0.2019585371,2.8158707619
test,-0.9708806276,0.7809073925,1.6794439554
test,0.0847153664,0.4132426977,1.5430792570
test,0.3136830330,0.1939622164,2.3896574974
test,0.1071804762,0.2609351873,1.4895555973
test,-0.0438950062,0.0330555439,0.8725189567
test,-0.5581021309,-0.7984191179,0.7075734138
test,0.7197227478,0.6764202118,3.4164855480
test,-0.0966997147,-0.5580106974,1.0123112202
test,-0.5274846554,-0.7732754946,0.6714474559
test,-0.9209936857,-0.1428540945,0.7983105183
test,0.0445295572,-0.3406653404,1.2910951376
test,-0.9670342207,0.8224339485,1.7736113071
test,-0.3545876741,-0.0127755404,0.4076714218
test,0.5947111845,-0.4734795094,3.2551627159
test,0.8564332724,-0.8618015051,3.2497978210
test,0.2905523777,0.0773848295,2.2193310261
test,-0.6670451164,0.5303976536,0.5576027036
test,0.2170206308,0.4925997257,2.3936960697
test,-0.3884752989,-0.5837236643,0.5496277213
test,0.2216747999,0.4885090590,2.4111657143
test,0.2600320578,0.4909168482,2.6380417347
test,-0.1103345156,0.3777076006,0.8211385012
test,0.7521811724,-0.6643891335,3.1382260323
test,0.4534485340,-0.4190248251,3.2056245804
test,-0.8400931358,-0.5825152397,0.8674709797
test,0.8318730593,-0.5623010397,2.2708404064
test,-0.0051027536,0.2642250061,1.0552574396
test,-0.6760677099,0.2555148602,0.4558484852
test,0.0852458477,0.6328910589,1.9448192120
test,-0.3394256830,0.1854888201,0.4312661290
test,-0.1098686457,-0.3306275606,0.7953006625
test,0.3362089396,0.7064214945,3.9335346222
test,0.2717729807,0.3105245829,2.3401346207
test,-0.0967606306,-0.6772431135,1.1727316380
test,0.4943374395,0.7155528069,4.5351471901
test,-0.0855275393,-0.7612252235,1.3688795567
test,0.1090713739,-0.5101225376,1.8152379990
